0.671232877,0.03,0.108901407,0.05,0.333333333,0.04,0.05,0.01,0.02,0.02,0,0,0.163265306,0.03,normal
0.465753425,0.03,0.166891693,0.08,0.266666667,0.02,0.07,0.02,0.04,0.01,0,0,0.459183673,0.05,normal
0.479452055,0.04,0.052242246,0.05,0.333333333,0.02,0.08,0.02,0.02,0.01,0,0,0.408163265,0.01,normal
0.424657534,0.03,0.34527335,0.05,0.333333333,0.02,0.09,0.02,0.01,0.01,0,0,0.43877551,0.01,normal
0.630136986,0.03,0.147298047,0.12,0.2,0.02,0.09,0.02,0.01,0.01,0,0,0.408163265,0.05,normal
0.424657534,0.05,0.085610115,0.08,0.266666667,0.02,0.08,0.02,0.01,0.01,0,0,0.408163265,0.01,normal
0.410958904,0.03,0.036938385,0.05,0.333333333,0.01,0.06,0.01,0.01,0.01,0,0,0.408163265,0.01,normal
0.726027397,0.03,0.065024583,0.05,0.333333333,0.02,0.03,0.02,0.01,0.01,0,0,0.510204082,0.01,normal
0.547945205,0.03,0.194685561,0.08,0.266666667,0.02,0.09,0.02,0.01,0.01,0,0,0.408163265,0.05,abnormal
0.315068493,0.03,0.134191426,0.12,0.2,0.02,0.07,0.06,0.01,0.01,0,0,0.408163265,0.05,normal
0.739726027,0.06,0.085263397,0.08,0.266666667,0.02,0.09,0.02,0.01,0.01,0,0,0.408163265,0.01,abnormal
0.726027397,0.05,0.095421555,0.14,0.066666667,0.01,0.09,0.01,0.01,0.02,0,0,0.357142857,0.01,normal
0.808219178,0.05,0.116475496,0.13,0.4,0.07,0.05,0.05,0.02,0.02,0,0,0.306122449,0.01,normal
0.684931507,0.03,0.13903936,0.08,0.266666667,0.03,0.11,0.01,0.01,0.01,0,0,0.408163265,0.01,normal
0.684931507,0.03,0.13180995,0.08,0.266666667,0.02,0.11,0.02,0.01,0.01,0,0,0.408163265,0.17,normal
0.301369863,0.03,0.271314999,0.12,0.2,0.02,0.09,0.06,0.01,0.02,0,0,0.408163265,0.05,normal
0.753424658,0.05,0.066994757,0.13,0.4,0.02,0.01,0.02,0.01,0.01,0,0,0.408163265,0.01,normal
0.232876712,0.03,0.184197001,0.12,0.2,0.01,0.05,0.06,0.01,0.01,0,0,0.489795918,0.05,normal
0.493150685,0.03,0.236599009,0.13,0.4,0.02,0.05,0.03,0.01,0.02,0,0,0.244897959,0.01,normal
0.630136986,0.03,0.146134842,0.12,0.2,0.03,0.11,0.01,0.01,0.02,0,0.536960514,0.459183673,0.01,normal
