0.534246575,0.01,0.052698418,0.01,0.866666667,0.01,0.01,0.01,0.01,0.01,0.021740217,0,0.408163265,0.01,normal
0.684931507,0.02,0.056638086,0.01,0.866666667,0.02,0.02,0.02,0.01,0.01,0,0,0.132653061,0.01,normal
0.520547945,0.03,0.146604611,0.02,0.6,0.03,0.03,0.01,0.01,0.01,0,0,0.408163265,0.01,normal
0.726027397,0.03,0.159572544,0.03,0.466666667,0.02,0.03,0.02,0.02,0.01,0,0,0.408163265,0.01,normal
0.383561644,0.03,0.230063715,0.01,0.866666667,0.02,0.04,0.03,0.02,0.02,0,0,0.408163265,0.02,normal
0.506849315,0.03,0.193470008,0.04,0.933333333,0.02,0.02,0.03,0.01,0.02,0,0,0.408163265,0.01,normal
0.671232877,0.03,0.108901407,0.05,0.333333333,0.04,0.05,0.01,0.02,0.02,0,0,0.163265306,0.03,normal
0.712328767,0.02,0.142522856,0.02,0.6,0.02,0.02,0.02,0.01,0.01,0,0,0.459183673,0.01,abnormal
0.424657534,0.03,0.03112372,0.04,0.933333333,0.01,0.04,0.01,0.01,0.02,0.140841408,0,0.510204082,0.01,abnormal
0.575342466,0.03,0.108399686,0.01,0.866666667,0.02,0.02,0.02,0.01,0.01,0.051780518,0,0.408163265,0.01,abnormal
0.506849315,0.03,0.19067043,0.06,0.666666667,0.02,0.02,0.02,0.02,0.01,0,0,0.816326531,0.01,abnormal
0.410958904,0.01,0.096059244,0.01,0.866666667,0.02,0.04,0.02,0.03,0.01,0,0,0.408163265,0.04,abnormal
0.315068493,0.03,0.083125303,0.01,0.866666667,0.01,0.01,0.04,0.01,0.02,0,0,0.306122449,0.01,normal
0.438356164,0.03,0.139379959,0.07,0.8,0.01,0.06,0.01,0.02,0.01,0,0,0.510204082,0.01,normal
0.465753425,0.03,0.166891693,0.08,0.266666667,0.02,0.07,0.02,0.04,0.01,0,0,0.459183673,0.05,normal
0.342465753,0.02,0.120165663,0.02,0.6,0.01,0.08,0.04,0.01,0.01,0,0,0.357142857,0.01,normal
0.438356164,0.03,0.127010285,0.02,0.6,0.01,0.09,0.05,0.01,0.01,0,0,0.408163265,0.01,normal
0.520547945,0.03,0.019638516,0.03,0.466666667,0.02,0.06,0.02,0.01,0.01,0,0,0.510204082,0.01,normal
0.589041096,0.02,0.198632027,0.04,0.933333333,0.03,0.02,0.05,0.01,0.02,0,0,0.459183673,0.01,abnormal
0.547945205,0.03,0.131565207,0.09,1.066666667,0.02,0.04,0.02,0.01,0.01,0,0,0.612244898,0.01,abnormal
0.739726027,0.03,0.205410704,0.02,0.6,0.05,0.05,0.05,0.02,0.02,0,0,0.204081633,0.01,normal
0.479452055,0.04,0.052242246,0.05,0.333333333,0.02,0.08,0.02,0.02,0.01,0,0,0.408163265,0.01,normal
0.589041096,0.03,0.079566344,0.03,0.466666667,0.02,0.07,0.02,0.01,0.01,0,0.468778696,0.408163265,0.01,normal
0.808219178,0.03,0.074112674,0.02,0.6,0.03,0.1,0.05,0.01,0.02,0,0,0.408163265,0.01,normal
0.767123288,0.05,0.147423817,0.01,0.866666667,0.02,0.1,0.02,0.01,0.01,0,0,0.408163265,0.01,abnormal
0.260273973,0.03,0.114412864,0.02,0.6,0.01,0.11,0.04,0.01,0.01,0,0,0.408163265,0.01,normal
0.534246575,0.03,0.249677756,0.02,0.6,0.03,0.02,0.01,0.01,0.01,0,0,0.816326531,0.01,normal
0.671232877,0.03,0.131457793,0.02,0.6,0.02,0.11,0.02,0.01,0.01,0,0,0.408163265,0.01,normal
0.315068493,0.05,0.12965146,0.07,0.8,0.01,0.12,0.01,0.01,0.01,0,0,0.530612245,0.01,normal
0.273972603,0.03,0.180847433,0.06,0.666666667,0.01,0.06,0.04,0.02,0.01,0,0,0.448979592,0.01,normal
0.616438356,0.03,0.263056992,0.01,0.866666667,0.03,0.02,0.04,0.01,0.01,0,0.323232323,0.408163265,0.01,normal
0.410958904,0.04,0.040757042,0.06,0.666666667,0.02,0.01,0.04,0.01,0.01,0,0,0.408163265,0.01,normal
0.301369863,0.01,0.211778079,0.06,0.666666667,0.02,0.05,0.02,0.02,0.01,0,0,0.153061224,0.01,normal
0.657534247,0.03,0.164797109,0.03,0.466666667,0.01,0.09,0.05,0.01,0.01,0,0,0.408163265,0.06,normal
0.287671233,0.03,0.134064296,0.06,0.666666667,0.01,0.09,0.04,0.01,0.01,0,0,0.408163265,0.01,normal
0.260273973,0.03,0.369894407,0.02,0.6,0.06,0.01,0.03,0.01,0.02,0,0,0.255102041,0.01,normal
